user_id,name,date,amount,recurring,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-02-20,148.33,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-04-23,86.25,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-06-04,129.75,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-09-10,69.09,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-11-19,5.68,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2022-12-22,14.6,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-03-05,14.45,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-05-14,3.11,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-08-18,30.83,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-10-13,123.9,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-11-18,29.04,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-11-21,3.48,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-12-02,106.96,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-12-16,111.89,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2023-12-29,37.02,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-02-10,118.47,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-03-08,128.42,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-04-12,24.03,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-04-13,76.96,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-04-23,46.13,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-05-04,162.23,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-06-01,194.02,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-09-06,185.94,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-11-03,126.58,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2024-12-14,48.22,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi,2025-01-25,219.14,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aldi.us,2022-09-23,38.75,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-06-25,6.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-07-18,6.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-08-17,6.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-09-16,6.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-10-16,6.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Am Greetings,2022-11-14,6.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-02-16,25.65,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-02-25,94.85,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-03-12,14.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-05-05,37.6,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-05-23,46.69,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-06-11,23.73,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-06-21,16.2,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-07-11,17.05,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-07-12,16.2,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-08-14,16.2,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-09-08,17.05,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-10-01,17.05,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-10-13,12.98,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-11-04,19.14,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-11-14,16.2,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-11-15,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2022-12-15,12.98,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-01-03,29.61,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-01-13,12.98,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-01-15,26.53,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-01-27,8.63,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-01-31,27.64,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-02-15,12.98,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-03-07,23.74,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-03-09,32.32,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-03-14,14.07,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-03-26,17.81,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-04-12,14.07,,?
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-05-06,52.86,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-05-15,19,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-06-14,17.64,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-06-14,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-07-13,17.64,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-08-02,27.19,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-08-19,53.54,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-08-22,31.9,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-09-17,17.64,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-10-17,17.64,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-10-19,42.12,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-12-16,16.87,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-12-18,20.5,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2023-12-18,47.47,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-02-23,20.05,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-04-09,39.91,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-05-06,9.94,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-06-04,64.9,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-07-26,60.88,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-07-27,40.58,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-12-07,62.41,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2024-12-16,102.18,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2025-01-08,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon,2025-01-24,46.93,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-03-07,6.47,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-04-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-05-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-06-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-07-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-08-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-09-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-10-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-11-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2022-12-08,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-01-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-02-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-03-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-04-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-05-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-06-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-07-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-08-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-09-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-10-17,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-11-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2023-12-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-01-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-02-22,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-03-10,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-04-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-05-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-06-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-07-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-08-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-09-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-10-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-11-07,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2024-12-08,7.55,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime,2025-01-07,7.55,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Amazon Prime Video,2022-10-23,14.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2023-10-17,63.72,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-05-03,43.04,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-06-03,43.04,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-07-03,43.04,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-07-12,10.8,?,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-08-13,10.8,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-09-13,10.8,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-10-08,43.19,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-10-13,10.8,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-11-07,43.19,?,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2024-12-07,43.19,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2025-01-07,43.19,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry,2025-01-14,10.8,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Ancestry Dna,2024-05-02,92.9,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Applebee's,2022-07-17,28.91,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Applebee's,2022-09-27,31.84,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Arby's,2022-02-20,9.7,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Arby's,2024-08-15,15.75,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Aspire,2025-01-13,71.19,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2022-02-20,220.56,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2022-10-23,57.16,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2022-12-17,16.81,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2024-03-24,21.6,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2024-03-24,118.02,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BJ's Wholesale Club,2024-04-09,252.81,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BP,2024-10-20,25.52,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BP,2024-10-22,23.14,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BP,2024-10-23,19.61,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BP,2024-10-23,26.35,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,BP,2024-10-24,19.52,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Best Buy,2022-10-10,19.43,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2022-11-19,33.43,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2022-12-24,42.3,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2023-12-23,0.38,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2023-12-23,9.34,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2024-09-06,0.87,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Big Lots,2024-09-06,29,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-06-16,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-06-30,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-07-28,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-08-11,60,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-08-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-08-25,60,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-09-22,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-09-22,60,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-10-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-10-31,1,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-11-02,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-11-17,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-11-18,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-12-16,60.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-12-30,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2022-12-30,60.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-01-13,60.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-01-17,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-01-27,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-01-31,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-02-27,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-03-29,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-04-11,50.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-04-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-04-25,50.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-05-01,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-05-24,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-05-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-06-23,1,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-06-23,1,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-07-12,1,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-07-27,1,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-07-28,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-07-29,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-07-31,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-08-11,50,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-08-25,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-08-25,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-09-12,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-09-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-10-11,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-10-12,0.01,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-10-25,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-10-25,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-11-10,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-11-11,20,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-11-24,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-12-04,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-12-26,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2023-12-29,1.5,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-01-02,9.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-01-09,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-01-10,20,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-01-26,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-02-09,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-02-22,20,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-02-22,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-02-23,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-03-07,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-03-07,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-03-21,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-03-21,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-04-05,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-04-19,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-05-16,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-05-30,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-05-31,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-06-13,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-06-27,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-06-27,50.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-07-25,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-07-25,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-07-25,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-08-08,50.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-08-22,9.99,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-08-22,50.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-09-19,8.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-10-03,51.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-10-31,8.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-10-31,20,1,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-10-31,51.99,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-11-14,20,,
ATbstxWWKqdbrTQdYjypnjFucXRhbIws,Brigit,2024-11-14,51.99,1,
